804,objects-236.jpg,1,2,2,1,2,0,0,2.19487
804,scenes-405.jpg,1,1,4,1,2,1,1,0.93288
804,scenes-330.jpg,1,1,6,1,2,1,1,1.28388
804,scenes-347.jpg,1,1,8,1,2,0,1,2.18687
804,scenes-234.jpg,1,1,10,1,2,1,1,1.35388
804,scenes-373.jpg,1,1,12,1,2,1,1,1.42508
804,scenes-352.jpg,1,1,14,1,2,1,1,1.02387
804,scenes-144.jpg,1,1,16,1,2,0,1,0.98695
804,scenes-53.jpg,1,1,18,1,2,1,1,1.19101
804,scenes-71.jpg,1,1,20,1,2,0,1,1.56588
804,scenes-168.jpg,1,1,22,1,2,0,1,0.93888
804,objects-42.jpg,1,2,24,1,2,0,0,0.95188
804,scenes-98.jpg,1,1,26,1,2,1,1,0.77691
804,scenes-32.jpg,1,1,28,1,2,0,1,0.85386
804,scenes-228.jpg,1,1,30,1,2,0,1,1.10688
804,scenes-375.jpg,1,1,32,1,2,0,1,1.49685
804,scenes-427.jpg,1,1,34,1,2,1,1,1.14291
804,scenes-31.jpg,1,1,36,1,2,0,1,1.09588
804,scenes-232.jpg,1,1,38,1,2,1,1,0.91388
804,scenes-10.jpg,1,1,40,1,2,1,1,0.72189
804,scenes-120.jpg,1,1,42,1,2,0,1,0.88688
804,scenes-55.jpg,1,1,44,1,2,0,1,1.36088
804,objects-282.jpg,1,2,46,1,2,0,0,0.90188
804,scenes-363.jpg,1,1,48,1,2,1,1,1.82588
804,scenes-147.jpg,1,1,50,1,2,1,1,0.87688
804,objects-265.jpg,1,2,52,1,2,0,0,0.78088
804,scenes-320.jpg,1,1,54,1,2,1,1,0.81077
804,scenes-349.jpg,1,1,56,1,2,1,1,0.90089
804,scenes-103.jpg,1,1,58,1,2,0,1,1.27388
804,scenes-174.jpg,1,1,60,1,2,1,1,1.02388
804,scenes-281.jpg,1,1,62,1,2,0,1,1.82744
804,scenes-47.jpg,1,1,64,1,2,0,1,1.81748
804,objects-147.jpg,1,2,66,1,2,0,0,1.16731
804,scenes-79.jpg,1,1,68,1,2,0,1,0.81829
804,scenes-175.jpg,1,1,70,1,2,1,1,1.51924
804,objects-371.jpg,1,2,72,1,2,1,0,0.74929
804,scenes-323.jpg,1,1,74,1,2,1,1,0.79429
804,objects-361.jpg,1,2,76,1,2,0,0,1.57530
804,scenes-129.jpg,1,1,77,1,2,1,1,0.93730
804,scenes-140.jpg,1,1,78,1,2,1,1,0.85144
804,scenes-97.jpg,1,1,79,1,2,0,1,0.87427
804,objects-291.jpg,1,2,80,1,2,0,0,1.46129
804,scenes-33.jpg,1,1,81,1,2,0,1,0.86530
804,scenes-379.jpg,1,1,82,1,2,1,1,0.83728
804,scenes-216.jpg,1,1,83,1,2,1,1,1.09017
804,scenes-194.jpg,1,1,84,1,2,1,1,1.23929
804,scenes-136.jpg,1,1,85,1,2,1,1,0.81230
804,scenes-70.jpg,1,1,86,1,2,0,0,0.98331
804,objects-304.jpg,1,2,87,1,2,1,1,0.76430
804,scenes-88.jpg,1,1,88,1,2,0,0,0.69930
804,scenes-331.jpg,1,1,89,1,2,0,0,1.39627
804,scenes-181.jpg,1,1,90,1,2,0,0,1.02125
804,scenes-230.jpg,1,1,91,1,2,0,0,1.56063
804,scenes-192.jpg,1,1,92,1,2,0,0,1.26273
804,scenes-223.jpg,1,1,93,1,2,1,0,0.76974
804,scenes-314.jpg,1,1,94,1,2,1,0,0.63268
804,objects-12.jpg,1,2,95,1,2,1,1,0.97553
804,objects-252.jpg,1,2,96,1,2,0,1,1.11568
804,scenes-198.jpg,1,1,98,1,2,1,0,0.82865
804,objects-297.jpg,1,2,100,1,2,1,1,0.84562
804,scenes-343.jpg,1,1,102,1,2,1,0,0.63963
804,scenes-123.jpg,1,1,104,1,2,0,0,0.79874
804,objects-224.jpg,1,2,106,1,2,1,1,0.91062
804,scenes-324.jpg,1,1,108,1,2,1,0,0.81563
804,objects-324.jpg,1,2,110,1,2,1,1,1.48560
804,scenes-419.jpg,1,1,112,1,2,1,0,0.76761
804,scenes-59.jpg,1,1,114,1,2,0,0,1.68563
804,scenes-385.jpg,1,1,116,1,2,0,0,0.67562
804,scenes-367.jpg,1,1,118,1,2,0,0,0.93263
804,objects-73.jpg,1,2,120,1,2,1,1,0.95975
804,objects-109.jpg,1,2,122,1,2,1,1,1.28399
804,objects-74.jpg,1,2,124,1,2,1,1,0.75187
804,objects-170.jpg,1,2,126,1,2,1,1,1.23910
804,objects-47.jpg,1,2,128,1,2,1,1,0.98087
804,objects-396.jpg,1,2,130,1,2,0,1,0.67707
804,objects-353.jpg,1,2,132,1,2,1,1,0.68212
804,objects-67.jpg,1,2,134,1,2,1,1,1.21801
804,objects-84.jpg,1,2,136,1,2,0,1,1.15099
804,scenes-227.jpg,1,1,138,1,2,0,0,0.89885
804,objects-64.jpg,1,2,140,1,2,0,1,0.79494
804,scenes-372.jpg,1,1,142,1,2,1,0,0.75789
804,scenes-270.jpg,1,1,144,1,2,1,0,0.71908
804,objects-178.jpg,1,2,146,1,2,1,1,1.73901
804,objects-6.jpg,1,2,148,1,2,0,1,0.82801
804,scenes-156.jpg,1,1,150,1,2,1,0,1.08085
